Date,Price,Open,High,Low,Change %
2023-11-07,1.5528,1.541,1.5617,1.538,0.78
2023-11-08,1.5618,1.5547,1.5633,1.5503,0.58
2023-11-09,1.5706,1.5612,1.5716,1.5553,0.56
2023-11-10,1.5708,1.5705,1.5776,1.569,0.01
2023-11-13,1.5679,1.5743,1.5757,1.5642,-0.18
2023-11-14,1.5366,1.5682,1.5725,1.5352,-2.0
2023-11-15,1.5363,1.5371,1.5426,1.5285,-0.02
2023-11-16,1.5451,1.5366,1.5481,1.5342,0.57
2023-11-17,1.5361,1.5464,1.5501,1.5345,-0.58
2023-11-20,1.5251,1.536,1.5385,1.523,-0.72
2023-11-21,1.5253,1.5256,1.5282,1.5173,0.01
2023-11-22,1.5284,1.5253,1.5335,1.522,0.2
2023-11-23,1.5246,1.5283,1.5292,1.5207,-0.25
2023-11-24,1.5191,1.5253,1.527,1.517,-0.36
2023-11-27,1.5133,1.5195,1.523,1.5117,-0.38
2023-11-28,1.5038,1.5138,1.5161,1.5,-0.63
2023-11-29,1.5108,1.5041,1.5138,1.4976,0.47
2023-11-30,1.5138,1.511,1.522,1.5034,0.2
2023-12-01,1.4979,1.5137,1.5155,1.4974,-1.05
2023-12-04,1.5106,1.4995,1.5144,1.4943,0.85
2023-12-05,1.526,1.5106,1.5282,1.5091,1.02
2023-12-06,1.5267,1.5263,1.5275,1.5155,0.05
2023-12-07,1.5142,1.5267,1.5326,1.5105,-0.82
2023-12-08,1.5198,1.5151,1.525,1.5103,0.37
2023-12-11,1.5223,1.5196,1.527,1.5185,0.16
2023-12-12,1.5244,1.5224,1.5292,1.5122,0.14
2023-12-13,1.5006,1.5249,1.5289,1.4983,-1.56
2023-12-14,1.4921,1.501,1.5029,1.486,-0.57
2023-12-15,1.493,1.4927,1.5008,1.486,0.06
2023-12-18,1.4908,1.4925,1.4949,1.4844,-0.15
2023-12-19,1.4786,1.4906,1.4927,1.4759,-0.82
2023-12-20,1.4854,1.4784,1.4873,1.4748,0.46
2023-12-21,1.4699,1.4856,1.487,1.4696,-1.04
2023-12-22,1.4704,1.4701,1.4765,1.465,0.03
2023-12-25,1.471,1.4714,1.4766,1.4676,0.04
2023-12-26,1.4652,1.4683,1.4721,1.4647,-0.39
2023-12-27,1.4601,1.4656,1.4668,1.4593,-0.35
2023-12-28,1.4639,1.4605,1.4655,1.4551,0.26
2023-12-29,1.468,1.4641,1.4748,1.4604,0.28
2024-01-01,1.4678,1.4682,1.4695,1.466,-0.01
2024-01-02,1.4786,1.4674,1.4801,1.4619,0.74
2024-01-03,1.485,1.4782,1.4922,1.4766,0.43
2024-01-04,1.4905,1.4859,1.4935,1.479,0.37
2024-01-05,1.4892,1.4901,1.506,1.4817,-0.09
2024-01-08,1.4879,1.4881,1.4978,1.4847,-0.09
2024-01-09,1.495,1.4882,1.4978,1.4847,0.48
2024-01-10,1.4921,1.4955,1.4972,1.4893,-0.19
2024-01-11,1.495,1.4935,1.5045,1.4866,0.19
2024-01-12,1.4954,1.4957,1.4977,1.4858,0.03
2024-01-15,1.5011,1.4949,1.5038,1.4912,0.38
2024-01-16,1.5184,1.5014,1.5207,1.5002,1.15
2024-01-17,1.5256,1.5188,1.5326,1.5161,0.47
2024-01-18,1.5211,1.5259,1.5324,1.5207,-0.29
2024-01-19,1.5154,1.5215,1.5234,1.5145,-0.37
2024-01-22,1.5218,1.5169,1.5231,1.5117,0.42
2024-01-23,1.5193,1.5221,1.5266,1.512,-0.16
2024-01-24,1.5202,1.5195,1.5232,1.51,0.06
2024-01-25,1.5186,1.5204,1.5231,1.5127,-0.11
2024-01-26,1.5207,1.5188,1.5216,1.5128,0.14
2024-01-29,1.5124,1.5195,1.5223,1.5113,-0.55
2024-01-30,1.5145,1.5127,1.521,1.5093,0.14
2024-01-31,1.5228,1.5147,1.5265,1.5098,0.55
2024-02-01,1.5214,1.5229,1.5366,1.5197,-0.09
2024-02-02,1.5349,1.5217,1.538,1.5125,0.89
2024-02-05,1.5423,1.5345,1.546,1.5325,0.48
2024-02-06,1.5328,1.5428,1.5439,1.5323,-0.62
2024-02-07,1.533,1.5328,1.535,1.5287,0.01
2024-02-08,1.5404,1.5338,1.5432,1.5306,0.48
2024-02-09,1.5326,1.5398,1.5417,1.5302,-0.51
2024-02-12,1.5312,1.5341,1.5366,1.528,-0.09
2024-02-13,1.5492,1.5321,1.5524,1.5301,1.18
2024-02-14,1.5401,1.5499,1.5515,1.5393,-0.59
2024-02-15,1.5326,1.5406,1.544,1.5313,-0.49
2024-02-16,1.5307,1.533,1.5394,1.5278,-0.12
2024-02-19,1.5286,1.532,1.5329,1.5261,-0.14
2024-02-20,1.527,1.5288,1.5337,1.5197,-0.1
2024-02-21,1.5256,1.5272,1.5309,1.521,-0.09
2024-02-22,1.5256,1.5265,1.5292,1.5159,0.0
2024-02-23,1.5237,1.525,1.5268,1.5194,-0.12
2024-02-26,1.5288,1.5249,1.5313,1.522,0.33
2024-02-27,1.5279,1.5288,1.5326,1.5245,-0.06
2024-02-28,1.5387,1.5276,1.5411,1.5266,0.71
2024-02-29,1.5382,1.5394,1.5417,1.5309,-0.03
2024-03-01,1.5328,1.5386,1.541,1.5302,-0.35
2024-03-04,1.5354,1.5323,1.5369,1.5299,0.17
2024-03-05,1.5373,1.5354,1.5439,1.5331,0.12
2024-03-06,1.5232,1.538,1.5404,1.5192,-0.92
2024-03-07,1.5103,1.5232,1.5244,1.5093,-0.85
2024-03-08,1.5085,1.5105,1.5122,1.4994,-0.12
2024-03-11,1.5119,1.5082,1.5161,1.5067,0.23
2024-03-12,1.5133,1.512,1.5188,1.5062,0.09
2024-03-13,1.5103,1.5137,1.5152,1.5069,-0.2
2024-03-14,1.5193,1.5103,1.5224,1.5077,0.6
2024-03-15,1.5239,1.52,1.5264,1.5185,0.3
2024-03-18,1.5242,1.5239,1.5268,1.5208,0.02
2024-03-19,1.5312,1.5246,1.5378,1.5231,0.46
2024-03-20,1.5181,1.5307,1.5359,1.5178,-0.86
2024-03-21,1.5218,1.5184,1.5243,1.507,0.24
2024-03-22,1.5347,1.5221,1.5362,1.5196,0.85
2024-03-25,1.5288,1.5332,1.5366,1.5273,-0.38
2024-03-26,1.5305,1.5292,1.5316,1.5243,0.11
2024-03-27,1.53,1.5306,1.5359,1.529,-0.03
2024-03-28,1.5344,1.5302,1.5422,1.5286,0.29
2024-03-29,1.533,1.5346,1.5375,1.5303,-0.09
2024-04-01,1.5404,1.5334,1.5432,1.529,0.48
2024-04-02,1.534,1.541,1.5428,1.5325,-0.42
2024-04-03,1.5232,1.5352,1.538,1.5218,-0.7
2024-04-04,1.5179,1.5235,1.5243,1.5105,-0.35
2024-04-05,1.5198,1.5178,1.527,1.5166,0.13
2024-04-08,1.5138,1.52,1.5247,1.5125,-0.39
2024-04-09,1.5083,1.5143,1.5158,1.5048,-0.36
2024-04-10,1.5352,1.5083,1.5389,1.5078,1.78
2024-04-11,1.5293,1.5359,1.5382,1.5258,-0.38
2024-04-12,1.5468,1.5295,1.549,1.528,1.14
2024-04-15,1.5518,1.5468,1.5536,1.5397,0.32
2024-04-16,1.562,1.5524,1.5652,1.5513,0.66
2024-04-17,1.5538,1.5618,1.5626,1.5511,-0.52
2024-04-18,1.5571,1.554,1.5588,1.5486,0.21
2024-04-19,1.5579,1.5569,1.5719,1.5544,0.05
2024-04-22,1.5501,1.5601,1.5604,1.5489,-0.5
2024-04-23,1.5413,1.5508,1.5526,1.5404,-0.57
2024-04-24,1.5389,1.5417,1.5429,1.5313,-0.16
2024-04-25,1.534,1.5394,1.5422,1.5292,-0.32
2024-04-26,1.5302,1.534,1.5345,1.5254,-0.25
2024-04-29,1.5228,1.5306,1.5334,1.518,-0.48
2024-04-30,1.5444,1.5237,1.5453,1.5224,1.42
2024-05-01,1.5326,1.5452,1.5469,1.5289,-0.76
2024-05-02,1.5232,1.5329,1.5351,1.5211,-0.61
2024-05-03,1.5124,1.5234,1.524,1.5039,-0.71
2024-05-06,1.5092,1.5091,1.5142,1.5062,-0.21
2024-05-07,1.5154,1.5103,1.5184,1.5048,0.41
2024-05-08,1.5195,1.5158,1.525,1.515,0.27
2024-05-09,1.5103,1.52,1.5234,1.51,-0.61
2024-05-10,1.5145,1.5106,1.5161,1.5096,0.28
2024-05-13,1.5131,1.5147,1.5187,1.5083,-0.09
2024-05-14,1.5094,1.5131,1.52,1.5086,-0.24
2024-05-15,1.4937,1.5091,1.5103,1.4935,-1.04
2024-05-16,1.4972,1.494,1.5029,1.4891,0.23
2024-05-17,1.4939,1.4973,1.5043,1.4922,-0.22
2024-05-20,1.4995,1.4941,1.5012,1.4902,0.37
2024-05-21,1.4999,1.4998,1.5046,1.4971,0.03
2024-05-22,1.5103,1.5003,1.5135,1.4956,0.69
2024-05-23,1.5135,1.5107,1.5158,1.5029,0.21
2024-05-24,1.5081,1.5136,1.5172,1.5065,-0.36
2024-05-27,1.5026,1.5094,1.5103,1.5014,-0.36
2024-05-28,1.5035,1.5031,1.5056,1.4969,0.06
2024-05-29,1.5124,1.5038,1.5132,1.5,0.59
2024-05-30,1.5074,1.5128,1.5175,1.5039,-0.33
2024-05-31,1.5029,1.5075,1.5092,1.4984,-0.3
2024-06-03,1.4948,1.5031,1.5079,1.4935,-0.54
2024-06-04,1.5047,1.4949,1.5081,1.4926,0.66
2024-06-05,1.504,1.5046,1.5093,1.5001,-0.05
2024-06-06,1.4999,1.504,1.5076,1.496,-0.27
2024-06-07,1.5188,1.5001,1.5201,1.4965,1.26
2024-06-10,1.5126,1.5182,1.5208,1.5122,-0.41
2024-06-11,1.5124,1.5129,1.518,1.5118,-0.01
2024-06-12,1.5004,1.5136,1.5159,1.4913,-0.79
2024-06-13,1.5067,1.5008,1.5093,1.4978,0.42
2024-06-14,1.5113,1.5072,1.5172,1.5055,0.31
2024-06-17,1.5119,1.5116,1.5187,1.5092,0.04
2024-06-18,1.5022,1.5131,1.5152,1.5017,-0.64
2024-06-19,1.4986,1.5024,1.5031,1.4973,-0.24
2024-06-20,1.5022,1.499,1.5043,1.4969,0.24
2024-06-21,1.5053,1.5029,1.5081,1.4991,0.21
2024-06-24,1.5017,1.5058,1.5093,1.4994,-0.24
2024-06-25,1.5044,1.5027,1.5072,1.4984,0.18
2024-06-26,1.5038,1.5045,1.5072,1.4948,-0.04
2024-06-27,1.504,1.5043,1.5063,1.4984,0.01
2024-06-28,1.4995,1.5045,1.5108,1.4957,-0.3
2024-07-01,1.5011,1.4997,1.5052,1.495,0.11
2024-07-02,1.4997,1.5015,1.5075,1.4988,-0.09
2024-07-03,1.4914,1.5001,1.5007,1.4848,-0.55
2024-07-04,1.4859,1.4914,1.492,1.4854,-0.37
2024-07-05,1.4813,1.4863,1.4899,1.4807,-0.31
2024-07-08,1.4841,1.4815,1.4856,1.4787,0.19
2024-07-09,1.4835,1.4844,1.4873,1.4817,-0.04
2024-07-10,1.4819,1.4835,1.4856,1.4808,-0.11
2024-07-11,1.4791,1.4819,1.4829,1.4706,-0.19
2024-07-12,1.4738,1.4793,1.4808,1.4717,-0.36
2024-07-15,1.4791,1.4747,1.4812,1.4725,0.36
2024-07-16,1.4848,1.4793,1.4894,1.4781,0.39
2024-07-17,1.4852,1.4851,1.488,1.4801,0.03
2024-07-18,1.491,1.4861,1.4932,1.4826,0.39
2024-07-19,1.4961,1.4912,1.497,1.4903,0.34
2024-07-22,1.5051,1.4944,1.508,1.4918,0.6
2024-07-23,1.5115,1.5049,1.5128,1.5044,0.43
2024-07-24,1.5193,1.5116,1.5204,1.511,0.52
2024-07-25,1.5291,1.5195,1.5352,1.5191,0.65
2024-07-26,1.527,1.5294,1.5303,1.5222,-0.14
2024-07-29,1.5267,1.526,1.533,1.5222,-0.02
2024-07-30,1.5293,1.527,1.5318,1.5236,0.17
2024-07-31,1.5286,1.5296,1.5436,1.5252,-0.05
2024-08-01,1.538,1.529,1.5411,1.5242,0.61
2024-08-02,1.5359,1.5382,1.5419,1.5271,-0.14
2024-08-05,1.5385,1.5348,1.5753,1.5318,0.17
2024-08-06,1.533,1.5389,1.5453,1.5286,-0.36
2024-08-07,1.533,1.5345,1.5365,1.5207,0.0
2024-08-08,1.5168,1.534,1.5369,1.5165,-1.06
2024-08-09,1.5214,1.5169,1.5231,1.5136,0.3
2024-08-12,1.5179,1.5197,1.5234,1.5136,-0.23
2024-08-13,1.5069,1.518,1.5202,1.5064,-0.72
2024-08-14,1.5158,1.5075,1.5163,1.5051,0.59
2024-08-15,1.5122,1.5159,1.522,1.5071,-0.24
2024-08-16,1.4988,1.5122,1.5136,1.4988,-0.89
2024-08-19,1.4852,1.4993,1.5013,1.4849,-0.91
2024-08-20,1.4821,1.4857,1.4898,1.4813,-0.21
2024-08-21,1.4826,1.4826,1.4857,1.479,0.03
2024-08-22,1.4912,1.4825,1.4934,1.4806,0.58
2024-08-23,1.4717,1.4915,1.4924,1.4708,-1.31
2024-08-26,1.4767,1.4736,1.478,1.471,0.34
2024-08-27,1.4721,1.4767,1.4792,1.4713,-0.31
2024-08-28,1.4736,1.4721,1.4784,1.4676,0.1
2024-08-29,1.4708,1.4739,1.4749,1.4652,-0.19
2024-08-30,1.4782,1.4712,1.4813,1.4667,0.5
2024-09-02,1.4723,1.4766,1.4801,1.4715,-0.4
2024-09-03,1.4894,1.4724,1.491,1.4719,1.16
2024-09-04,1.487,1.4899,1.4957,1.4813,-0.16
2024-09-05,1.4835,1.487,1.4898,1.4832,-0.24
2024-09-06,1.499,1.4842,1.5019,1.4775,1.04
2024-09-09,1.5013,1.5002,1.5043,1.4948,0.15
2024-09-10,1.5031,1.5013,1.5059,1.4976,0.12
2024-09-11,1.4981,1.5024,1.5102,1.4978,-0.33
2024-09-12,1.4874,1.4984,1.5023,1.4866,-0.71
2024-09-13,1.4916,1.4877,1.4944,1.485,0.28
2024-09-16,1.481,1.4887,1.4935,1.4805,-0.71
2024-09-17,1.4802,1.4809,1.4835,1.4771,-0.05
2024-09-18,1.4782,1.48,1.4833,1.4661,-0.14
2024-09-19,1.4671,1.4784,1.4844,1.4619,-0.75
2024-09-20,1.4691,1.4675,1.4744,1.4641,0.14
2024-09-23,1.4622,1.4703,1.4725,1.4589,-0.47
2024-09-24,1.451,1.4623,1.4677,1.4505,-0.77
2024-09-25,1.4654,1.4509,1.4668,1.4473,0.99
2024-09-26,1.4501,1.4655,1.4667,1.4481,-1.04
2024-09-27,1.4486,1.4502,1.4562,1.4412,-0.1
2024-09-30,1.4465,1.4467,1.4504,1.4403,-0.14
2024-10-01,1.4526,1.4469,1.4587,1.4418,0.42
2024-10-02,1.4522,1.4528,1.4547,1.4457,-0.03
2024-10-03,1.4618,1.4527,1.4642,1.4514,0.66
2024-10-04,1.4708,1.4619,1.474,1.4591,0.62
2024-10-07,1.4797,1.4688,1.4832,1.4677,0.61
2024-10-08,1.4817,1.4798,1.4893,1.477,0.14
2024-10-09,1.4883,1.4822,1.4911,1.4787,0.45
2024-10-10,1.483,1.4877,1.4903,1.4828,-0.36
2024-10-11,1.4813,1.4838,1.4872,1.4792,-0.11
2024-10-14,1.4865,1.4842,1.4922,1.4813,0.35
2024-10-15,1.4914,1.4868,1.4931,1.485,0.33
2024-10-16,1.4997,1.4916,1.5021,1.4905,0.56
2024-10-17,1.4932,1.5,1.5019,1.4899,-0.43
2024-10-18,1.4908,1.4933,1.4947,1.488,-0.16
2024-10-21,1.5015,1.4907,1.5031,1.487,0.72
2024-10-22,1.4966,1.5017,1.5037,1.4935,-0.33
2024-10-23,1.5072,1.4964,1.512,1.4942,0.71
2024-10-24,1.5058,1.5074,1.5105,1.5009,-0.09
2024-10-25,1.514,1.5059,1.5151,1.5043,0.54
2024-10-28,1.5188,1.5109,1.5201,1.5085,0.32
2024-10-29,1.5242,1.5189,1.528,1.518,0.36
2024-10-30,1.5214,1.5243,1.53,1.5158,-0.18
2024-10-31,1.5193,1.5216,1.5293,1.5186,-0.14
2024-11-01,1.5242,1.5192,1.5259,1.5168,0.32
2024-11-04,1.5186,1.5201,1.5216,1.5105,-0.37
2024-11-05,1.506,1.5185,1.5202,1.5053,-0.83
2024-11-06,1.5216,1.5065,1.5358,1.5046,1.04
2024-11-07,1.4968,1.5224,1.5236,1.495,-1.63
2024-11-08,1.5184,1.4984,1.525,1.4965,1.44
2024-11-11,1.5207,1.5165,1.5239,1.5147,0.15
2024-11-12,1.5305,1.521,1.5354,1.5192,0.64
2024-11-13,1.5418,1.5303,1.5433,1.5274,0.74
2024-11-14,1.5492,1.541,1.5528,1.5388,0.48
2024-11-15,1.5473,1.5496,1.5524,1.5428,-0.12
2024-11-18,1.5366,1.5477,1.551,1.5357,-0.69
2024-11-19,1.5309,1.5366,1.5429,1.5303,-0.37
2024-11-20,1.5366,1.5309,1.5424,1.5278,0.37
2024-11-21,1.5356,1.538,1.5393,1.5306,-0.07
2024-11-22,1.538,1.5358,1.5454,1.5331,0.16
2024-11-25,1.537,1.5372,1.5417,1.5265,-0.07
2024-11-26,1.5442,1.5375,1.5544,1.5365,0.47
2024-11-27,1.5387,1.5445,1.5472,1.538,-0.36
2024-11-28,1.5385,1.5391,1.544,1.5359,-0.01
2024-11-29,1.5352,1.5387,1.5403,1.5316,-0.21
2024-12-02,1.5439,1.5345,1.5522,1.5321,0.57
2024-12-03,1.5411,1.5446,1.5493,1.5372,-0.18
2024-12-04,1.5545,1.5419,1.5628,1.5409,0.87
2024-12-05,1.5492,1.5553,1.5575,1.549,-0.34
2024-12-06,1.5649,1.5497,1.5694,1.5489,1.01
2024-12-09,1.5523,1.5646,1.5677,1.545,-0.81
2024-12-10,1.5674,1.5528,1.5712,1.5519,0.97
2024-12-11,1.5696,1.5678,1.5784,1.5648,0.14
2024-12-12,1.5699,1.5702,1.5722,1.5551,0.02
2024-12-13,1.5711,1.5703,1.5745,1.5664,0.08
2024-12-16,1.5691,1.5725,1.5761,1.5664,-0.13
2024-12-17,1.5773,1.5697,1.5796,1.5676,0.52
2024-12-18,1.608,1.5777,1.6094,1.577,1.95
2024-12-19,1.6023,1.6084,1.6134,1.5958,-0.35
2024-12-20,1.5997,1.6026,1.6093,1.5935,-0.16
2024-12-23,1.5997,1.5959,1.6081,1.5947,0.0
2024-12-24,1.6026,1.6004,1.6068,1.599,0.18
2024-12-25,1.6018,1.602,1.6056,1.6006,-0.05
2024-12-26,1.6075,1.6037,1.6089,1.5986,0.36
2024-12-27,1.6075,1.6076,1.613,1.6054,0.0
2024-12-30,1.6067,1.6105,1.6125,1.6005,-0.05
2024-12-31,1.6158,1.6076,1.6185,1.6045,0.57
2025-01-01,1.615,1.6162,1.6174,1.6146,-0.05
2025-01-02,1.6119,1.6163,1.6173,1.6068,-0.19
2025-01-03,1.6088,1.6114,1.6135,1.6059,-0.19
2025-01-06,1.6003,1.609,1.6116,1.5864,-0.53
2025-01-07,1.6049,1.6007,1.6058,1.5899,0.29
2025-01-08,1.6088,1.605,1.6164,1.6017,0.24
2025-01-09,1.6134,1.609,1.6204,1.6083,0.29
2025-01-10,1.6258,1.6132,1.629,1.6111,0.77
2025-01-13,1.6184,1.6261,1.6312,1.6184,-0.46
2025-01-14,1.6137,1.6188,1.6219,1.6107,-0.29
2025-01-15,1.6057,1.6144,1.618,1.6006,-0.5
2025-01-16,1.6093,1.6061,1.6151,1.6013,0.22
2025-01-17,1.6142,1.6096,1.6222,1.6055,0.3
2025-01-20,1.5936,1.613,1.6158,1.5905,-1.28
2025-01-21,1.5931,1.5934,1.6107,1.5898,-0.03
2025-01-22,1.5939,1.5937,1.5993,1.5882,0.05
2025-01-23,1.5908,1.594,1.5989,1.5871,-0.19
2025-01-24,1.5838,1.5909,1.593,1.5793,-0.44
2025-01-27,1.5888,1.5821,1.5938,1.5813,0.32
2025-01-28,1.5987,1.5892,1.6035,1.5887,0.62
2025-01-29,1.6044,1.5991,1.6104,1.5984,0.36
2025-01-30,1.61,1.6053,1.6132,1.6013,0.35
2025-01-31,1.6095,1.6105,1.6124,1.5966,-0.03
2025-02-03,1.6057,1.6102,1.643,1.6031,-0.24
2025-02-04,1.5985,1.6063,1.6209,1.5966,-0.45
2025-02-05,1.5908,1.6,1.6027,1.5878,-0.48
2025-02-06,1.5913,1.5911,1.599,1.59,0.03
2025-02-07,1.5944,1.5924,1.5993,1.5874,0.19
2025-02-10,1.5926,1.5947,1.6049,1.5902,-0.11
2025-02-11,1.5886,1.593,1.5974,1.5867,-0.25
2025-02-12,1.5918,1.5886,1.604,1.5846,0.2
2025-02-13,1.5823,1.5908,1.5991,1.5814,-0.6
2025-02-14,1.5738,1.5827,1.5849,1.5701,-0.54
2025-02-17,1.5726,1.5731,1.5764,1.5685,-0.08
2025-02-18,1.5736,1.5736,1.5789,1.5703,0.06
2025-02-19,1.5758,1.5741,1.5784,1.5695,0.14
2025-02-20,1.562,1.5762,1.5806,1.5612,-0.88
2025-02-21,1.5721,1.5627,1.5745,1.5601,0.65
2025-02-24,1.5743,1.574,1.5764,1.5643,0.14
2025-02-25,1.5758,1.5749,1.582,1.5728,0.1
2025-02-26,1.5855,1.5763,1.5885,1.5736,0.62
2025-02-27,1.6028,1.5857,1.6048,1.5834,1.09
2025-02-28,1.6103,1.6036,1.6149,1.6027,0.47
